Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	N_markers	dN_gccons	dS_gccons	dNdS_gccons	dNdS	dS	dN	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp
Mammalia	Macroglossus_sobrinus	326083	Chordata	Mammalia	Chiroptera	Pteropodidae	GCA_004027375.1	2	2102700000	732	0.009285991580142	0.059768550806229	0.155365848006709	0.142415662670819	60.021782860274	8.54804198072993	NA	NA	NA	NA	NA	5.25	NA	NA	21.8	Pantheria	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.08190996979504	362915256	17.33	24964908	1.19	124384	0	41171616	1.96	73100	0	172741176	8.25	11516920	0.55	6284	0	109145624	5.21	3171244	0.15	0.486940792376246	1.85943704226595	0.693417453454513	0	9.29409688520251	0.003529515573987	0.004014823965411	0.000352951557399	0.318141710050296	5.92764493073326	10238904	39098383	14580489	0	195426975	74215	84420	7422	6689566	124640590
Mammalia	Pteropus_giganteus	143291	Chordata	Mammalia	Chiroptera	Pteropodidae	GCA_902729225.1	3.2	2132040000	733	0.0011512890406	0.00600263450677	0.191797291556131	0.177306473008305	5.20662964046256	0.923169137810915	NA	NA	377	NA	NA	550	31.4	Pantheria	818	Pantheria	1.622	AnAge	344.09	Pantheria	NA	NA	NA	NA	3.44680789291421	6.70686233660275	328496344	15.52	17975776	0.84	209120	0	32925976	1.55	8168	0	157845052	7.45	6221776	0.29	5808	0	107640728	5.08	5663940	0.26	0.157350490243606	0.713065372277941	0.377365615486126	0	5.40176297867259	0.000280664081836	0.005000923639978	0.000204119332244	0.066670476894202	4.08108538413727	3354775	15202839	8045586	0	115167747	5984	106622	4352	1421441	87010373
Mammalia	Pteropus_pselaphon	1496133	Chordata	Mammalia	Chiroptera	Pteropodidae	GCA_014363405.1	3.4	2345658105.45392	725	0.001204868683348	0.004354840261005	0.276673450949852	0.208202108079853	5.01347505728031	1.04381607573152	NA	NA	NA	NA	NA	NA	16.7	AnAge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81540871942271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Rousettus_aegyptiacus	9407	Chordata	Mammalia	Chiroptera	Pteropodidae	GCA_014176215.1	2.7	2063580000	731	0.007716254924826	0.044086668038454	0.175024679072946	0.144523049249968	49.0084932938788	7.08285688997797	NA	NA	NA	NA	NA	NA	22.9	AnAge	125	AnAge	0.684	AnAge	365	AnAge	NA	NA	NA	NA	3.13113691056019	4.8283137373023	184355140	8.99	10155192	0.49	142004	0	21977872	1.07	59448	0	102451312	5	4837864	0.23	3588	0	40828936	1.99	3898924	0.19	0.091198543899875	0.365371033859108	0.274584531573238	0	2.63398975225037	0.001812983101624	0.005988338123546	0.000137347204668	0.049911974176528	1.84462789757964	1881955	7539724	5666271	0	54354486	37412	123574	2834	1029974	38065372
Mammalia	Megaderma_lyra	9413	Chordata	Mammalia	Chiroptera	Megadermatidae	GCA_004026885.1	6.3	3178033974.77585	697	0.019746619589836	0.133641205735116	0.147758466269562	0.133121908434028	125.7253279	16.736795588542	7.399	Pantheria	NA	709.72	NA	350	14	Pantheria	38.9	Pantheria	NA	NA	522.62	Pantheria	NA	NA	NA	2.00134485594341	2.63905732961526	3.6609942506244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Ceratotherium_simum_simum	73337	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	GCA_000283155.1	4	2988519439.83029	731	0.00214121294693	0.008388850295372	0.255245101716853	0.200693805273016	8.03920684357526	1.613419012814	259.16	Pantheria	NA	2463.75	0.48	3.75	50	Pantheria	2260000	Pantheria	NA	NA	2368.44	Pantheria	NA	NA	NA	5.55744563158176	3.91202300542815	14.6308753712485	674084924	22.8	20113812	0.68	63528	0	98518904	3.33	94764	0	204078304	6.9	66066288	2.23	4860	0	280031228	9.47	5113236	0.17	0.275136458808199	2.78136480446497	1.98607789469386	0	14.0670941269625	0.002041579517505	0.001491453300213	3.66750811527858E-05	0.89455412942465	8.12110991998597	8222507	83121628	59354324	0	420397843	61013	44572	1096	26733924	242700949
Mammalia	Diceros_bicornis	9805	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	GCA_004027315.2	3	3266520000	746	0.002455352369665	0.010328823883427	0.237718485412913	0.218046520637671	9.02362757301846	1.96757059582682	284.999	Pantheria	NA	2053.12	0.11	1	47	Pantheria	977000	Pantheria	NA	NA	1905.11	Pantheria	NA	NA	NA	5.65248567149056	3.85014760171006	13.7922419310249	1198193616	36.84	50730032	1.56	263140	0	149660700	4.6	152092	0	300087096	9.22	63203380	1.94	14968	0	626450156	19.26	7631656	0.23	0.72013020858944	3.18025410125368	1.95326543167382	0	20.4909429851161	0.004288928445375	0.002786437588715	0.000273180155756	0.854288983081407	13.7667500412502	23523197	103883636	63803806	0	669340751	140099	91020	8923	27905520	449693643
Mammalia	Rhinoceros_unicornis	9809	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	GCA_019022865.1	2.7	3059929732.78371	750	0.004084614626778	0.018198691942184	0.224445506289921	0.189137592467646	18.4177776984542	3.48349413248992	374.652	Pantheria	NA	2618.87	3.36	1.75	49	Pantheria	1830000	Pantheria	NA	NA	1750.87	Pantheria	NA	NA	NA	5.92599759511183	3.89182029811063	14.4198265248176	898546232	29.56	38307452	1.26	141508	0	123165232	4.05	66088	0	288495980	9.49	76262344	2.5	11984	0	364416728	11.99	7678916	0.25	0.452839020560084	2.77558308308781	1.62502618848537	0	16.0340723991295	0.001509966724108	0.001207973379287	0.000132122088359	0.809002421609134	10.3554650414391	13856556	84930892	49724660	0	490631349	46204	36963	4043	24754906	316869954
Mammalia	Tapirus_indicus	9802	Chordata	Mammalia	Perissodactyla	Tapiridae	GCA_004024905.1	2.2	2689500000	708	0.004727342497366	0.019867416445057	0.237944501261127	0.183517449663665	18.7879776764543	3.44792174752077	222.485	Pantheria	NA	NA	0.11	1	30	Pantheria	308000	Pantheria	NA	NA	975.57	Pantheria	NA	NA	NA	5.40485968360342	3.40119738166216	12.6378550619557	617424848	23.05	41040308	1.53	290520	0.01	94921156	3.54	105604	0	239514600	8.94	47022156	1.75	10976	0	193203168	7.21	1315964	0.04	0.723543913041107	2.86182649671941	1.21641687255592	0	13.6787159600984	0.004670004526837	0.006715261983845	0.000340876242835	0.784969811999935	8.07996002203424	19459714	76968824	32715532	0	367889066	125600	180607	9168	21111763	217310525
Mammalia	Tapirus_terrestris	9801	Chordata	Mammalia	Perissodactyla	Tapiridae	GCA_004025025.1	2.5	3696840000	676	0.004063836536255	0.02089474275031	0.194490862357918	0.182949068117436	17.0323209383172	3.11604724354222	200.869	Pantheria	NA	NA	0.86	NA	35	Pantheria	166000	Pantheria	NA	NA	729.53	Pantheria	NA	NA	NA	5.30265295428986	3.55534806148941	12.0197430673387	1109471172	30.14	63333504	1.72	586532	0.01	152919560	4.15	205556	0	336563568	9.14	74933984	2.03	22244	0	478450212	13	2456012	0.06	0.958748372502541	3.39774848080002	1.70665660422807	0	19.346519401518	0.005827667141136	0.012869431603342	0.000534202821271	1.08183355891262	12.1820825459912	35443393	125609325	63092364	0	715209868	215440	475762	19749	39993656	450352100
Mammalia	Equus_caballus	9796	Chordata	Mammalia	Perissodactyla	Equidae	GCA_002863925.1	3.8	3080700000	715	0.01280556564569	0.086134387790108	0.148669607740109	0.132063273846646	80.18844322	10.5899483362991	NA	NA	NA	912.5	NA	NA	62	Pantheria	400000	Pantheria	NA	NA	716.93	Pantheria	NA	NA	NA	NA	4.12713438504509	12.8992198260901	696242444	22.75	36297336	1.18	173236	0	108297000	3.53	85700	0	293283424	9.58	72039456	2.35	3424	0	184907720	6.04	1153960	0.03	0.329469006406549	2.16341560599458	0.979059266519551	0	9.02409658192353	0.0023173000391	0.002120918679854	3.92762718491446E-05	0.500536808445498	5.04698129447915	10149952	66648345	30161879	0	278005343	71389	65339	1210	15420037	155482353
Mammalia	Manis_pentadactyla	143292	Chordata	Mammalia	Pholidota	Manidae	GCA_014570555.1	4.6	2910203184.50447	723	0.022385853838824	0.157345351013063	0.142272102065258	0.148164256224885	144.2715213	21.3758826478472	37.953	Pantheria	NA	NA	NA	NA	NA	NA	4670	Pantheria	3.727	AnAge	657.98	Pantheria	NA	NA	NA	3.63634855210064	NA	8.44891435066294	686768232	23.8	16423468	0.56	39152	0	116242064	4.02	629944	0.02	374125280	12.96	4776680	0.16	3476	0	170185348	5.89	4342820	0.15	0.17936293216176	3.62010559960648	1.53649874153299	0	10.3080593541623	0.020213511613094	0.000879543622405	0.000111941915579	0.084388212644223	4.86649887106578	5219826	105352428	44715235	0	299985472	588254	25597	3258	2455868	141625005
Mammalia	Ailuropoda_melanoleuca	9646	Chordata	Mammalia	Carnivora	Ursidae	GCA_002007445.2	9.2	2963962241.81062	681	0.005118762737986	0.025183510504512	0.203258506675193	0.168325501923634	24.1261284417488	4.06104267943143	135.37	Pantheria	NA	NA	0.18	NA	30	Pantheria	118000	Pantheria	NA	NA	2100.69	Pantheria	NA	NA	NA	4.9080117701977	3.40119738166216	11.6784399034478	471495508	16.06	13206928	0.45	26088	0	25079116	0.85	42004	0	241898000	8.24	78163012	2.66	2352	0	112712988	3.84	365020	0.01	0.09462226062967	1.80521063062425	0.172833515526393	0	5.65365962701764	0.000845085012826	0.00035439048925	8.17824205960848E-05	0.624054390761858	2.9556575715528	2804568	53505761	5122720	0	167572337	25048	10504	2424	18496737	87604574
Mammalia	Ursus_arctos_horribilis	116960	Chordata	Mammalia	Carnivora	Ursidae	GCA_003584765.2	4.2	2824247841.4943	738	0.000823004943027	0.003699117551872	0.2224868313823	0.194806219317645	3.86688797073195	0.753293826103172	149.258	Pantheria	20790.6	1460	0.02	NA	50	Pantheria	196000	Pantheria	NA	NA	1150.39	Pantheria	NA	NA	NA	5.00567635217624	3.91202300542815	12.1858699382127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Ursus_thibetanus_thibetanus	441215	Chordata	Mammalia	Carnivora	Ursidae	GCA_009660055.1	3.6	2878662670.90456	744	0.000772231043055	0.004248225521439	0.181777318355246	0.160801844709792	4.62238573035876	0.743288152401908	151.435	Pantheria	NA	1095	NA	NA	35.1666666666667	Pantheria	99900	Pantheria	NA	NA	879.28	Pantheria	NA	NA	NA	5.02015648997989	3.56009866424801	11.5119249646366	463010328	16.19	14062780	0.49	27396	0	27771588	0.97	1542052	0.05	177051704	6.19	71147376	2.48	12052	0	160606596	5.61	10788784	0.37	0.175220420826954	1.42045830075008	0.278472688925318	0	6.96515335616032	0.012400343516792	0.000650441030492	4.19639374510727E-05	0.517562222552805	4.56030501068297	5044005	40890203	8016289	0	200503270	356964	18724	1208	14898870	131275798
Mammalia	Arctocephalus_gazella	37190	Chordata	Mammalia	Carnivora	Otariidae	GCA_900642305.1	6.8	2806024526.64348	670	0.007313325575726	0.023504047817727	0.311151748517559	0.349096017077944	13.8285555060582	4.8274936491062	157.757	Pantheria	NA	1277.5	22	NA	23	Pantheria	96600	Pantheria	NA	NA	1465.47	Pantheria	NA	NA	NA	5.06105587444633	3.13549421592915	11.4783340202006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Eumetopias_jubatus	34886	Chordata	Mammalia	Carnivora	Otariidae	GCA_004028035.1	16.5	2932718506.43865	628	0.002006170083895	0.01016272104213	0.197404816640948	0.247859771907156	5.54760965035055	1.37502926256582	270.817	Pantheria	NA	NA	NA	NA	30	Pantheria	384000	Pantheria	NA	NA	1721.65	Pantheria	NA	NA	NA	5.60144331602489	3.40119738166216	12.8583978315699	501180484	17.2	13535720	0.46	226752	0	30516324	1.04	212972	0	279566496	9.59	61512336	2.11	2384	0	113678548	3.9	1926180	0.06	0.090327663235584	3.5715396336723	0.262628147318883	0	8.10137761607115	0.003980470815064	0.007732893823014	0	0.353577759119321	3.81074105171502	2649056	104743204	7702144	0	237590601	116736	226784	0	10369440	111758308
Mammalia	Callorhinus_ursinus	34884	Chordata	Mammalia	Carnivora	Otariidae	GCA_003265705.1	26.1	3282025781.14683	560	0.002659913838355	0.012858128362109	0.206866331043415	0.221678848238363	7.06236761840309	1.5655775194835	174.478	Pantheria	NA	NA	18	NA	35	Pantheria	55700	Pantheria	NA	NA	1464.98	Pantheria	NA	NA	NA	5.16179865919586	3.55534806148941	10.9277354259154	640683800	19.65	15253748	0.46	266492	0	36467972	1.11	365064	0.01	309379760	9.48	70843364	2.17	4696	0	204686420	6.27	3413512	0.1	0.10903901173531	3.16533619065192	0.32624635332493	0	9.93207199316496	0.005798370824525	0.008428941613926	9.26257320211602E-05	0.391288142350189	5.92511987622238	3578688	103887150	10707489	0	325973163	190304	276640	3040	12842178	194463962
Mammalia	Odobenus_rosmarus_divergens	9708	Chordata	Mammalia	Carnivora	Odobenidae	GCA_000321225.1	14.3	2910795887.67981	654	0.003815339058637	0.013493357526482	0.28275683432752	0.227228573542579	13.4248216342993	3.05050307002538	288.666	Pantheria	NA	1825	1.27	NA	40	Pantheria	1050000	Pantheria	NA	NA	2007.49	Pantheria	NA	NA	NA	5.66527031042284	3.68887945411394	13.8643007221337	565181412	19.6	8029796	0.27	20236	0	24026616	0.83	1195900	0.04	202039824	7	54665096	1.89	7080	0	272999184	9.47	2196888	0.07	0.087170393519872	3.32489382634856	0.442622075344992	0	13.4001177129707	0.030878980048927	0.000252302152011	7.00839311142238E-05	0.508949507751493	9.0048320067146	2537352	96780873	12883825	0	390050075	898824	7344	2040	14814481	262112280
Mammalia	Halichoerus_grypus	9711	Chordata	Mammalia	Carnivora	Phocidae	GCA_012393455.1	8.4	2835868558.80009	689	0.001867707294492	0.006595106162638	0.283195940813341	0.272779779396707	5.24356964630524	1.43033977137041	208.195	Pantheria	38605.8	1825	NA	NA	46.6725	Pantheria	197000	Pantheria	NA	NA	1521.6	Pantheria	NA	NA	NA	5.33847514052266	3.84315512612935	12.1909590077201	748331140	26.56	24673672	0.87	160480	0	56771068	2.01	6836652	0.24	298526764	10.59	50342996	1.78	21060	0	306337868	10.87	4659392	0.16	0.34573566593779	3.00630947222677	0.799484247973471	0	15.8841161625528	0.212273894856137	0.004352247313988	0.000535991048521	0.563133635217785	10.9519694133492	9804609	85254985	22672322	0	450452656	6019809	123424	15200	15969730	310583457
Mammalia	Phoca_vitulina	9720	Chordata	Mammalia	Carnivora	Phocidae	GCA_004348235.1	8.3	2866553535.82729	704	0.001060091294594	0.003994792387285	0.265368307491468	0.215829311557153	3.56588368773395	0.769622221416502	162.1	Pantheria	32350.8	1095	5.68	NA	40	Pantheria	87300	Pantheria	73.29	AnAge	1337.02	Pantheria	NA	NA	NA	5.08821342874163	3.68887945411394	11.3771057418277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Mirounga_angustirostris	9716	Chordata	Mammalia	Carnivora	Phocidae	GCA_004023865.1	9.6	2919473363.29618	606	0.002148046175217	0.007802272212006	0.275310334842193	0.327854781916464	5.58422749894209	1.83081568883758	373.523	Pantheria	NA	1460	NA	NA	20.2916666666667	Pantheria	1120000	Pantheria	NA	NA	1318.92	Pantheria	NA	NA	NA	5.92297958232886	3.01021029273465	13.9288392432713	661613540	22.75	37593536	1.29	224256	0	65685616	2.25	147344	0	258098748	8.87	55569916	1.91	3100	0	242514132	8.34	1776496	0.06	0.97904252674063	4.07769888381105	1.38109339540917	0	20.0370996901137	0.007084293811113	0.005261635694661	0.000137559103128	1.16677631273512	12.4199706930331	28582886	119047333	40320654	0	584977788	206824	153612	4016	34063724	362597736
Mammalia	Mirounga_leonina	9715	Chordata	Mammalia	Carnivora	Phocidae	GCA_011800145.1	10.9	2931577337.5392	674	0.001136491323659	0.004164562189502	0.27289575036819	0.227659395172144	3.91502044224224	0.891291185967447	369.512	Pantheria	NA	1460	NA	NA	23	Pantheria	1600000	Pantheria	NA	NA	1392.2	Pantheria	NA	NA	NA	5.91218321618026	3.13549421592915	14.28551418721	452768668	15.54	14615080	0.5	51032	0	33116944	1.13	1959900	0.06	218953312	7.51	64942904	2.22	4920	0	116631548	4	2491840	0.08	0.102060011120621	1.89286996442936	0.285896617211495	0	6.83696302092655	0.065765554818836	0.001576216387963	4.14793786306122E-05	0.362322372338398	4.12624414803741	2991968	55490947	8381280	0	200430858	1927968	46208	1216	10621761	120964038
Mammalia	Ailurus_fulgens_styani	424585	Chordata	Mammalia	Carnivora	Ailuridae	GCA_002007465.1	7.1	2841551698.77344	692	0.009420234759951	0.059637154509694	0.157959158806279	0.148134981784314	52.2247817830673	7.73631709812445	58.34	Pantheria	838.36	760.41	NA	NA	14	Pantheria	5170	Pantheria	4.898	AnAge	518.48	Pantheria	NA	NA	NA	4.06628796443958	2.63905732961526	8.55062796750248	465197260	16.55	7064288	0.25	48112	0	18728072	0.66	59700	0	184272352	6.55	67613860	2.4	592	0	186747708	6.64	662576	0.02	0.052634039535917	1.23617918169847	0.292610456161676	0	7.01741741273762	0.001727196461455	0.001051901604345	2.59728791196233E-05	0.360477589301252	5.07271107509538	1495623	35126671	8314677	0	199403544	49079	29890	738	10243157	144143708
Mammalia	Enhydra_lutris_kenyoni	391180	Chordata	Mammalia	Carnivora	Mustelidae	GCA_002288905.2	4.7	2977516945.44428	733	0.002590812791756	0.013417476223561	0.19309240788567	0.17657025953671	13.9158144322008	2.45711896595838	144.395	Pantheria	12060	NA	6.47	NA	30	Pantheria	27500	Pantheria	98.479	AnAge	895.91	Pantheria	NA	NA	NA	4.97255259982045	3.40119738166216	10.2219412836547	477728156	16.15	8141864	0.27	128332	0	27984152	0.94	194568	0	206699272	6.99	103803652	3.51	2336	0	128516400	4.34	2257580	0.07	0.068781904945345	1.55563736189008	0.306469829988455	0	6.34896302872884	0.003761065224849	0.004748819728345	5.69858367401366E-05	0.60051674756756	3.80899031354747	2047993	46319366	9125191	0	189041450	111986	141397	1697	17880488	113413332
Mammalia	Lutra_lutra	9657	Chordata	Mammalia	Carnivora	Mustelidae	GCA_902655055.2	8.9	2957161922.82895	694	0.00262317106828	0.013059391791706	0.20086471943863	0.186605368610272	12.4227985050804	2.31816089421166	69.189	Pantheria	4005	NA	0.85	NA	22	Pantheria	8860	Pantheria	25.104	AnAge	607.06	Pantheria	NA	NA	NA	4.23684189045064	3.09104245335832	9.08930204359913	563608416	19.19	9790408	0.33	101276	0	28733720	0.97	176316	0	234305940	7.97	100349908	3.41	7096	0	187850004	6.39	2293748	0.07	0.109338686549142	2.34831687753694	0.373228500178434	0	9.32556669237609	0.003967381836344	0.003260323687293	0.000157124033123	0.700910671255474	5.78638712729934	3233322	69443533	11036971	0	275772107	117322	96413	4646	20727063	171112837
Mammalia	Lontra_canadensis	76717	Chordata	Mammalia	Carnivora	Mustelidae	GCA_010015895.1	6.8	2917571434.89911	718	0.003543950667475	0.019687480601108	0.180010370005161	0.165973176896337	19.1519229192667	3.17870549058446	68.702	Pantheria	NA	730	1.13	NA	25	Pantheria	8090	Pantheria	NA	NA	617	Pantheria	NA	NA	NA	4.22977831088607	3.2188758248682	8.99838401005254	457227984	15.78	8279512	0.28	247100	0	27013372	0.93	168180	0	205902580	7.1	102001544	3.52	4064	0	112001756	3.86	1609876	0.05	0.075899606475102	1.43608950011857	0.317882846748372	0	6.03856555885469	0.003744459833932	0.009153124038501	3.96239135865843E-05	0.504749223222704	3.69059112341125	2214425	41898937	9274459	0	176179464	109247	267049	1156	14726419	107675632
Mammalia	Pteronura_brasiliensis	9672	Chordata	Mammalia	Carnivora	Mustelidae	GCA_004024605.1	5.1	3155433370.78177	678	0.00431637741675	0.019104108477838	0.225939745984875	0.181643553012056	19.5201697826028	3.54571299471054	114.452	Pantheria	NA	NA	NA	NA	12.8333333333333	Pantheria	26000	Pantheria	NA	NA	730	AnAge	NA	NA	NA	4.74015552112575	2.55204595262563	10.1658518170036	793946588	25.27	32870232	1.04	320356	0.01	70410428	2.24	280884	0	244596052	7.78	75823484	2.41	6516	0	365991728	11.65	3646512	0.11	0.804665760611725	3.55602632120577	1.44439460860707	0	20.8983346102007	0.009094336424563	0.009713764911685	0.000168935041942	1.2870597728781	13.7871266429989	25390692	112208041	45576909	0	659433024	286966	306511	5331	40612314	435043595
Mammalia	Mustela_nivalis	36239	Chordata	Mammalia	Carnivora	Mustelidae	GCA_019141155.1	8.2	3033074624.89818	694	0.005797363151099	0.043618585203724	0.132910389551207	0.141718494039509	32.8917630436277	4.66137112484729	18.926	Pantheria	204.6	NA	12.9	NA	10	Pantheria	79.9	Pantheria	NA	NA	148.29	Pantheria	NA	NA	NA	2.94053663808604	2.30258509299405	4.38077585277223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Martes_zibellina	36722	Chordata	Mammalia	Carnivora	Mustelidae	GCA_012583365.1	4.9	2935639930.77386	713	0.004776108129766	0.025670556306233	0.186053939493569	0.143695685175436	25.0181437722562	3.59499931117193	45.249	Pantheria	NA	NA	0.07	NA	15	Pantheria	1170	Pantheria	NA	NA	417.44	Pantheria	NA	NA	NA	3.81218057045422	2.70805020110221	7.0647590277918	500967032	17.21	10390404	0.35	68344	0	43027400	1.47	165088	0	187458772	6.44	103606636	3.55	9512	0	155256984	5.33	983496	0.03	0.109210590664479	1.0858657551282	0.4853662889549	0	6.96400909252001	0.004255370499866	0.001270259850706	0.000174660729472	0.494988507324001	4.78283002462399	3206030	31877109	14248607	0	204438232	124922	37290	5127	14531080	140406668
Mammalia	Mellivora_capensis	9664	Chordata	Mammalia	Carnivora	Mustelidae	GCA_004024625.1	6.3	3747159896.97203	638	0.007427242281211	0.051981843799861	0.14288147049588	0.196137714155745	26.7064800993399	5.23814795983043	68.688	Pantheria	NA	NA	NA	NA	26.5	Pantheria	9000	Pantheria	NA	NA	NA	NA	NA	NA	NA	4.2295745114822	3.27714473299218	9.10497985631836	1160278736	31.1	43514068	1.16	288664	0	95732292	2.56	180992	0	351882240	9.43	102891468	2.75	22700	0	562580176	15.08	3184948	0.08	0.854148467823238	4.4148614982072	1.56864079035391	0	23.6483280223469	0.004800755383179	0.006996075684029	0.000434239180388	1.49672595720187	15.3017202385131	32006309	165431920	58779479	0	886140664	179892	262154	16272	56084715	573379924
Mammalia	Spilogale_gracilis	30551	Chordata	Mammalia	Carnivora	Mephitidae	GCA_004023965.1	4.9	2987249603.4899	651	0.012580117993979	0.081785576121228	0.153818296460152	0.141207730565321	69.7519432700005	9.84951361167781	NA	NA	NA	NA	NA	NA	NA	NA	420	AnimalTraits	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.04025471127741	684302820	23.01	25844992	0.86	324768	0.01	52617668	1.76	100856	0	267813444	9	100648772	3.38	8164	0	234685856	7.89	2258300	0.07	0.519670136862271	2.73496408232002	0.779475577577508	0	12.5792763608158	0.002696122146777	0.009895657110148	0.000266649443088	1.19165636115949	7.34065177419651	15523844	81700204	23284881	0	375774383	80540	295608	7965	35597750	219283591
Mammalia	Canis_lupus_dingo	286419	Chordata	Mammalia	Carnivora	Canidae	GCA_012295265.1	11	2908446427.56708	681	0.000415035867059	0.000934467562896	0.444141544916772	0.281044281438359	0.98038663487743	0.275532057330898	105.707	Pantheria	11254.2	547.5	0.01	NA	29.5	Pantheria	35000	Pantheria	NA	NA	565.58	Pantheria	NA	NA	NA	4.66067111584897	3.38439026334577	10.4631033404715	392317432	13.58	10790056	0.37	14336	0	25644012	0.88	158320	0	186686140	6.46	77354468	2.67	28708	0	88810820	3.07	2830572	0.09	0.10032817223695	1.54521447154554	0.318319626517508	0	4.98614562354096	0.003192794235577	0.000352578504542	0.000842270871962	0.44955718098599	2.56792718705426	2917991	44941735	9258156	0	145019374	92861	10255	24497	13075130	74686787
Mammalia	Canis_lupus_familiaris	9615	Chordata	Mammalia	Carnivora	Canidae	GCA_014441545.1	11.1	2906811614.70423	677	0.0003813377376	0.001623818382875	0.234840140758328	0.236346712965294	0.938324078273384	0.221769811596103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mammalia	Lycaon_pictus	9622	Chordata	Mammalia	Carnivora	Canidae	GCA_004216515.1	9.4	2669940000	638	0.003454082885459	0.020339828606233	0.169818681972588	0.305451716549964	7.36132898853577	2.24853057563726	92.557	Pantheria	10259.65	927.7	0.01	NA	11	Pantheria	22000	Pantheria	33.01	AnAge	715.98	Pantheria	NA	NA	NA	4.52782467095134	2.39789527279837	9.99879773234045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
